system:index,city,mean,site,unique_id,.geo
00000000000000000645,maks,0.7637244128505848,JCB02,1606,"{""type"":""Polygon"",""coordinates"":[[[-96.82443869161003,39.04636402508239],[-96.82767507179311,39.046005825504444],[-96.83065374408548,39.04495974985483],[-96.83313754287751,39.04330909370201],[-96.83492874297977,39.04118528604536],[-96.83588480316028,39.03875741608825],[-96.83592970046026,39.03621876309082],[-96.83505995682168,39.03377140484948],[-96.83334488605472,39.03161013199169],[-96.8309210508129,39.029906948602296],[-96.82798137879635,39.02879739106926],[-96.82475980870736,39.02836975093263],[-96.82151268719743,39.02865805599766],[-96.81849839184812,39.02963936557301],[-96.81595679341353,39.03123559393261],[-96.8140901830592,39.0333197176694],[-96.81304717625554,39.03572587541306],[-96.81291087261415,39.03826255951182],[-96.81369221737053,39.040727853015895],[-96.81532910035394,39.042925501292906],[-96.81769127346111,39.04468053928211],[-96.82059070347863,39.04585322877975],[-96.82379654083762,39.046350193206244],[-96.82443869161003,39.04636402508239]]]}"
00000000000000000646,maks,0.6761708648743168,JCB03,1607,"{""type"":""Polygon"",""coordinates"":[[[-96.8335798487696,39.05538032741247],[-96.83681664213813,39.05502212782012],[-96.83979569468507,39.05397605213185],[-96.842279810504,39.052325395928136],[-96.84407123916355,39.05020158822429],[-96.84502742125579,39.04777371823838],[-96.84507232415343,39.04523506523954],[-96.84420246939597,39.04278770702462],[-96.84248717967552,39.040626434212825],[-96.84006303509366,39.03892325087465],[-96.8371229879697,39.037813693382105],[-96.83390100683783,39.03738605326256],[-96.83065347102801,39.03767435831597],[-96.82763879105818,39.03865566785461],[-96.825096868268,39.04025189616388],[-96.82323001963272,39.04233601985239],[-96.82218687960487,39.044742177564906],[-96.82205055843495,39.04727886165937],[-96.82283200279664,39.04974415518735],[-96.82446909462877,39.05194180350901],[-96.82683156922518,39.05369684154965],[-96.82973136937203,39.05486953108948],[-96.83293761601342,39.05536649553575],[-96.8335798487696,39.05538032741247]]]}"
00000000000000000647,maks,0.6186063846848663,JCB04,1608,"{""type"":""Polygon"",""coordinates"":[[[-96.82499162014066,39.067156813294616],[-96.82822895346386,39.06679861368348],[-96.831208502931,39.06575253794469],[-96.83369303304369,39.0641018816745],[-96.83548476038403,39.06197807390898],[-96.83644110179165,39.05955020388544],[-96.83648601200437,39.05701155088475],[-96.83561601203566,39.05456419270433],[-96.83390043618476,39.05240291995264],[-96.83147588735446,39.0506997366814],[-96.82853535003662,39.04959017924173],[-96.82531283175008,39.04916253914452],[-96.8220647545293,39.049450844182765],[-96.81904957193375,39.05043215367344],[-96.81650722527263,39.052028381916934],[-96.81464006524956,39.05411250554238],[-96.81359675112307,39.0565186632142],[-96.81346040704672,39.05905534730306],[-96.81424198157356,39.061520640862256],[-96.81587934633112,39.063718289242246],[-96.81824221491651,39.06547332735011],[-96.82114249875183,39.066646016945064],[-96.82434928024735,39.067142981417156],[-96.82499162014066,39.067156813294616]]]}"
00000000000000000648,maks,0.6412175687890178,JCB05,1609,"{""type"":""Polygon"",""coordinates"":[[[-96.82537510283127,39.07727451358488],[-96.82861290030658,39.0769163139576],[-96.83159287693285,39.07587023817539],[-96.83407776317785,39.074219581848084],[-96.8358697472681,39.07209577402955],[-96.83682622562529,39.06966790397367],[-96.83687114212616,39.06712925097139],[-96.83600101733195,39.06468189282064],[-96.83428519551957,39.06252062012059],[-96.83186029919202,39.06081743690687],[-96.82891934049708,39.05970787951265],[-96.82569636046539,39.059280239434635],[-96.82244781784067,39.05956854445983],[-96.81943220318146,39.0605498539093],[-96.81688949215537,39.062146082096255],[-96.81502206445927,39.06423020566749],[-96.81397860067533,39.06663636330435],[-96.81384223690826,39.0691730473884],[-96.81462392332676,39.071638340974445],[-96.81626152269462,39.07383598940454],[-96.81862472995807,39.07559102757018],[-96.82152542957833,39.07676371721249],[-96.82473267084144,39.0772606817068],[-96.82537510283127,39.07727451358488]]]}"
00000000000000000649,maks,0.6033947845249612,JCB06,1610,"{""type"":""Polygon"",""coordinates"":[[[-96.82283787433184,39.08602326985175],[-96.82607607334734,39.08566507021048],[-96.82905641951096,39.08461899439073],[-96.83154161384772,39.08296833801401],[-96.83333382005355,39.08084453014963],[-96.83429041688643,39.078416660065784],[-96.83433533882717,39.07587800706213],[-96.83346510604585,39.07343064893702],[-96.83174907145101,39.07126937628165],[-96.82932387450197,39.06956619311769],[-96.82638255127173,39.068456635762765],[-96.82315917178214,39.06802899570136],[-96.8199102265343,39.06831730071527],[-96.81689423809482,39.06929861012909],[-96.81435121185486,39.07089483826716],[-96.81248355259358,39.07297896179151],[-96.8114399593402,39.07538511939813],[-96.81130357853863,39.077921803478006],[-96.81208536175511,39.08038709708726],[-96.81372316408543,39.08258474556071],[-96.81608666434089,39.08433978377631],[-96.81898772365867,39.0855124734596],[-96.82219536266891,39.08600943797311],[-96.82283787433184,39.08602326985175]]]}"
0000000000000000064a,maks,0.5690721176969719,JCB07,1611,"{""type"":""Polygon"",""coordinates"":[[[-96.82427816397211,39.09671619417791],[-96.82751685399677,39.09635799451957],[-96.83049765203606,39.095311918653906],[-96.83298322311188,39.093661262216784],[-96.83477570092384,39.09153745429636],[-96.83573244263053,39.0891095841783],[-96.83577737122323,39.08657093117297],[-96.83490700639369,39.084123573079225],[-96.83319071160537,39.081962300478466],[-96.83076514705198,39.08025911737533],[-96.82782337806272,39.079149560068466],[-96.8245995101102,39.07872192002736],[-96.82135007252899,39.07901022502748],[-96.81833362702555,39.07999153439771],[-96.8157902153375,39.081587762476005],[-96.81392227291495,39.08367188594305],[-96.81287852134453,39.08607804351268],[-96.81274211971287,39.08861472758747],[-96.81352402129534,39.091080021225096],[-96.81516207181109,39.09327766975156],[-96.81752593034139,39.09503270802823],[-96.82042742950253,39.09620539776162],[-96.82363555488372,39.0967023622986],[-96.82427816397211,39.09671619417791]]]}"
0000000000000000064b,maks,0.6299909713799122,JCB08,1612,"{""type"":""Polygon"",""coordinates"":[[[-96.82060832380513,39.10823405219895],[-96.82384754301195,39.10787585252222],[-96.82682882805756,39.10682977660708],[-96.82931480516163,39.10517912010487],[-96.83110757569547,39.103055312124056],[-96.832064473539,39.100627441969145],[-96.83210940930081,39.098088788962],[-96.83123890215707,39.09564143090205],[-96.82952232694679,39.09348015836014],[-96.82709636621001,39.09177697532254],[-96.82415411680667,39.09066741806746],[-96.8209297224162,39.090239778048215],[-96.81767975422564,39.09052808303347],[-96.81466281612428,39.091509392356755],[-96.81211898902187,39.093105620370636],[-96.81025074142396,39.09518974377591],[-96.80920681922827,39.09759590130571],[-96.8090703951471,39.10013258537501],[-96.8098524242978,39.10259787904322],[-96.81149074229388,39.104795527626784],[-96.81385498695278,39.10655056596928],[-96.81675696015245,39.10772325575665],[-96.81996560971703,39.108220220318906],[-96.82060832380513,39.10823405219895]]]}"
0000000000000000064c,maks,0.567625851318986,JCB09,1613,"{""type"":""Polygon"",""coordinates"":[[[-96.82483109250273,39.11708090868899],[-96.82807071838027,39.11672270899811],[-96.8310523776849,39.11567663304497],[-96.83353866681725,39.11402597649275],[-96.83533166230461,39.111902168465534],[-96.83628868013763,39.10947429828232],[-96.83633362140878,39.10693564527378],[-96.83546300489813,39.104488287239796],[-96.83374621418666,39.102327014743096],[-96.83131994898731,39.10062383175584],[-96.82837733039098,39.099514274540546],[-96.82515253143873,39.099086634538125],[-96.82190215548071,39.099374939511954],[-96.81888483882327,39.10035624879915],[-96.81634069247949,39.10195247676356],[-96.81447221035764,39.10403660012138],[-96.81342815703829,39.10644275762057],[-96.81329171570493,39.10897944168565],[-96.81407384289037,39.11144473537736],[-96.81571236644218,39.11364238400479],[-96.81807690783666,39.115397422397855],[-96.82097924532974,39.116570112226704],[-96.82418829772354,39.117067076808404],[-96.82483109250273,39.11708090868899]]]}"
0000000000000000064d,maks,0.6625252479211274,JCB10,1614,"{""type"":""Polygon"",""coordinates"":[[[-96.81667985577704,39.12687309460237],[-96.8199199319892,39.12651489489583],[-96.8229020057367,39.1254688189006],[-96.82538864039954,39.12381816229302],[-96.82718188499351,39.12169435421443],[-96.82813903569914,39.119266483999866],[-96.82818398307118,39.1167278309898],[-96.82731324545098,39.11428047298455],[-96.82559621610011,39.11211920053791],[-96.8231696137483,39.110416017606404],[-96.82022658631908,39.109306460435164],[-96.8170013393676,39.10887882045134],[-96.81375051186049,39.109167125412526],[-96.81073277600173,39.110148434659784],[-96.80818827613992,39.1117446625694],[-96.80631953431349,39.113828785874695],[-96.80527533579185,39.116234943339975],[-96.80513887535392,39.11877162740039],[-96.80592111110003,39.12123692111812],[-96.80755986227788,39.123434569794135],[-96.80992473226817,39.125189608243176],[-96.81282747316857,39.12636229811794],[-96.816036971643,39.12685926272115],[-96.81667985577704,39.12687309460237]]]}"
0000000000000000064e,maks,0.7259602583091677,JCC02,1615,"{""type"":""Polygon"",""coordinates"":[[[-96.8238590084731,39.02763580065792],[-96.82709453100047,39.02727760110984],[-96.83007241399238,39.02623152554051],[-96.83255555472654,39.02458086949331],[-96.83434628040875,39.02245706193469],[-96.83530208753513,39.02002919203739],[-96.83534697321588,39.017490539042896],[-96.83447746022858,39.015043180746716],[-96.83276284394687,39.01288190779342],[-96.83033965080712,39.01117872429766],[-96.8274007574071,39.01006916668059],[-96.82418004052643,39.00964152650845],[-96.82093377898545,39.0099298315976],[-96.81792028199922,39.01091114124917],[-96.81537935683475,39.012507369713305],[-96.81351324108401,39.01459149355032],[-96.81247051081596,39.01699765135865],[-96.81233424355878,39.01953433546632],[-96.81311538156278,39.02199962892075],[-96.81475183103551,39.02419727710508],[-96.81711337833663,39.02595231498747],[-96.82001204007078,39.0271250043975],[-96.8232170278757,39.027621968782945],[-96.8238590084731,39.02763580065792]]]}"
0000000000000000064f,maks,0.6176206586523827,JCC03,1616,"{""type"":""Polygon"",""coordinates"":[[[-96.80773489906382,39.03476144414134],[-96.81097074781445,39.03440324458188],[-96.8139489310296,39.033357168982015],[-96.81643232206673,39.03170651289464],[-96.8182232282023,39.02958270529872],[-96.81917913158193,39.027154835378674],[-96.81922402168225,39.02461618238306],[-96.81835442096299,39.022168824107744],[-96.81663963181046,39.02000755119079],[-96.81421619443677,39.01830436773549],[-96.81127700487733,39.01719481015038],[-96.80805596346502,39.016767169991745],[-96.8048093748209,39.01705547507173],[-96.80179557416433,39.018036784694296],[-96.79925439291065,39.019633013118664],[-96.79738808902943,39.02171713691756],[-96.79634525357656,39.02412329470128],[-96.79620897248006,39.02665997880556],[-96.7969901891257,39.02912527227888],[-96.79862680349123,39.031322920498475],[-96.80098858882783,39.033077958421494],[-96.80388754279103,39.034250647864845],[-96.8070928537376,39.03474761226591],[-96.80773489906382,39.03476144414134]]]}"
00000000000000000650,maks,0.5585662981149978,JCC04,1617,"{""type"":""Polygon"",""coordinates"":[[[-96.79252936447158,39.03605904254788],[-96.79576527264078,39.03570084298636],[-96.79874351053884,39.034654767380935],[-96.80122694716637,39.033004111286225],[-96.80301788616987,39.03088030368353],[-96.80397380708115,39.02845243375934],[-96.80401869798645,39.02591378076353],[-96.80314908128763,39.023466422492],[-96.80143426064824,39.021305149581664],[-96.7990107787896,39.01960196613373],[-96.79607153528741,39.01849240855445],[-96.79285043476465,39.018064768398276],[-96.78960378654169,39.01835307347659],[-96.78658993057434,39.01933438309387],[-96.78404870267636,39.020930611511005],[-96.78218236452888,39.02301473530295],[-96.78113950991757,39.02542089308219],[-96.78100322630038,39.02795757718585],[-96.78178445726985,39.030422870662605],[-96.78342110166912,39.03262051888862],[-96.78578293036169,39.03437555681904],[-96.78868193755173,39.03554824626847],[-96.79188730735561,39.03604521067238],[-96.79252936447158,39.03605904254788]]]}"
00000000000000000651,maks,0.505692378172002,JCC05,1618,"{""type"":""Polygon"",""coordinates"":[[[-96.77797039953207,39.036817089726966],[-96.78120634241493,39.03645889016425],[-96.78418461225998,39.03541281455556],[-96.78666807552244,39.03376215845658],[-96.78845903372812,39.031638350849924],[-96.78941496488177,39.02921048092331],[-96.78945985625735,39.02667182792737],[-96.78859023022291,39.02422446965807],[-96.7868753911882,39.02206319675159],[-96.78445188334044,39.020360013307965],[-96.78151260832372,39.01925045573209],[-96.7782914732673,39.01882281557735],[-96.77504479023703,39.019111120654685],[-96.77203090195592,39.02009243026889],[-96.76948964680729,39.02168865868178],[-96.76762328864069,39.02377278246968],[-96.76658042283658,39.0261789402463],[-96.76644413774675,39.0287156243496],[-96.76722537708453,39.03118091782837],[-96.76886203903015,39.033378566058126],[-96.77122389305228,39.03513360399289],[-96.77412293133864,39.03630629344585],[-96.77732833552824,39.03680325785142],[-96.77797039953207,39.036817089726966]]]}"
00000000000000000652,maks,0.4551494261492854,JCC06,1619,"{""type"":""Polygon"",""coordinates"":[[[-96.76731760711539,39.036995453769116],[-96.77055355816637,39.0366372542061],[-96.77353183552852,39.035591178596654],[-96.77601530505817,39.033940522496664],[-96.77780626778211,39.03181671488907],[-96.77876220134578,39.02938884496188],[-96.77880709283204,39.02685019196592],[-96.77793746460092,39.024402833697145],[-96.77622262123782,39.02224156079158],[-96.77379910727481,39.020538377348956],[-96.77085982484273,39.019428819773886],[-96.76763868166056,39.019001179619494],[-96.76439199044016,39.019289484696586],[-96.76137809455561,39.02027079431006],[-96.7588368329949,39.02186702272196],[-96.75697047011784,39.02395114650891],[-96.75592760168007,39.026357304284915],[-96.7557913162437,39.028893988388134],[-96.75657255755056,39.031359281867374],[-96.75820922362485,39.03355693009802],[-96.76057108360699,39.03531196803379],[-96.76347012921029,39.036484657487584],[-96.76667554149086,39.036981621893545],[-96.76731760711539,39.036995453769116]]]}"
00000000000000000653,maks,0.4684434920698033,JCC07,1620,"{""type"":""Polygon"",""coordinates"":[[[-96.74648022789265,39.04926244076714],[-96.74971674087968,39.04890424118456],[-96.75269553539154,39.04785816552251],[-96.75517943608074,39.04620750935333],[-96.7569707096447,39.044083701681515],[-96.75792680900946,39.041655831715154],[-96.75797170810863,39.03911717871727],[-96.75710192875478,39.03666982048442],[-96.7553867876129,39.034508547641416],[-96.75296285294459,39.03280536426849],[-96.75002306036293,39.031695806748466],[-96.74680135815863,39.03126816661732],[-96.74355410348653,39.03155647167862],[-96.74053968451447,39.032537781242176],[-96.73799798182716,39.03413400958559],[-96.73613129488577,39.03621813330687],[-96.73508824526188,39.03862429104052],[-96.73495193598657,39.0411609751379],[-96.73573331275757,39.043626268649646],[-96.73737026286805,39.04582391694101],[-96.73973253287838,39.04757895494676],[-96.74263208186098,39.04875164445795],[-96.74583805076944,39.0492486088908],[-96.74648022789265,39.04926244076714]]]}"
00000000000000000654,maks,0.45759957019299974,JCC08,1621,"{""type"":""Polygon"",""coordinates"":[[[-96.74196761762654,39.04267634851119],[-96.74520382886985,39.04231814893912],[-96.74818234568697,39.041272073305315],[-96.7506660148557,39.039621417173294],[-96.75245712150739,39.037497609535954],[-96.75341313184167,39.03506973959063],[-96.75345802685291,39.03253108659377],[-96.75258832864769,39.03008372834164],[-96.75087334740458,39.02792245546504],[-96.74844963864311,39.026219272054696],[-96.7455101199973,39.025109714505106],[-96.74228871797204,39.02468207436148],[-96.73904176585754,39.02497037943127],[-96.73602762776865,39.025951689021625],[-96.73348616195382,39.027547917401826],[-96.73161964902579,39.029632041158344],[-96.73057669669372,39.03203819891474],[-96.73044040021924,39.034574883015246],[-96.73122170424983,39.03704017650955],[-96.73285850184094,39.039237824768314],[-96.73522055167774,39.04099286273648],[-96.73811983035992,39.04216555221685],[-96.74132550037497,39.04266251663527],[-96.74196761762654,39.04267634851119]]]}"
