system:index,city,mean,site,unique_id,.geo
00000000000000000c31,sluh,0.8303395951100633,d72304,3122,"{""type"":""Polygon"",""coordinates"":[[[-111.92636161178262,40.710268664973626],[-111.92967748538787,40.70991046267642],[-111.93272931543132,40.70886437971793],[-111.93527410744811,40.70721371394816],[-111.93710927990287,40.7050898973683],[-111.93808879469202,40.70266202196656],[-111.93813476877031,40.70012336870186],[-111.93724364668654,40.69767601545347],[-111.93548645111547,40.6955147512904],[-111.9330031015804,40.693811577584384],[-111.92999126228591,40.6927020277022],[-111.92669061130863,40.69227439079709],[-111.92336378229413,40.69256269366622],[-111.9202754894394,40.69354399630327],[-111.91767148786732,40.69514021514667],[-111.91575903428931,40.6972243297583],[-111.9146903961864,40.69963048161516],[-111.91455072004524,40.70216716490282],[-111.91535122784427,40.70463246292511],[-111.91702829140733,40.70683011964009],[-111.91944846840873,40.708585167353675],[-111.92241910815811,40.70975786482684],[-111.92570368801977,40.710254832990415],[-111.92636161178262,40.710268664973626]]]}"
00000000000000000c32,sluh,0.8432549252151856,d72305,3123,"{""type"":""Polygon"",""coordinates"":[[[-111.92131836849117,40.697435372141804],[-111.92463360325637,40.69707716986608],[-111.92768484537599,40.696031086965355],[-111.93022914722835,40.69438042127157],[-111.93206396630552,40.692256604762235],[-111.93304329260593,40.689828729403516],[-111.9330892580323,40.68729007614091],[-111.9321983077549,40.684842722853055],[-111.93044145071501,40.682681458621296],[-111.92795857945877,40.68097828483876],[-111.92494732012644,40.679868734896125],[-111.9216473046712,40.67944109796549],[-111.91832111621439,40.67972940085196],[-111.9152334180301,40.68071070354383],[-111.91262991795249,40.68230692246243],[-111.91071783278817,40.684391037146156],[-111.90964940066904,40.68679718904954],[-111.90950975163199,40.68933387234361],[-111.91031010543097,40.691799170330206],[-111.91198684608871,40.69399682697851],[-111.91440655694919,40.695751874615254],[-111.91737662442989,40.6969245720254],[-111.92066057148621,40.697421540159446],[-111.92131836849117,40.697435372141804]]]}"
00000000000000000c33,sluh,0.8382692732469135,d72306,3124,"{""type"":""Polygon"",""coordinates"":[[[-111.92122472736905,40.65063710658588],[-111.9245376360126,40.65027890438845],[-111.92758673740495,40.649232821698135],[-111.93012925448795,40.64758215628122],[-111.9319627868591,40.64545834002877],[-111.93294142684078,40.643030464826786],[-111.93298736076378,40.64049181157188],[-111.93209703606148,40.638044458140286],[-111.93034141166942,40.63588319365821],[-111.92786028190513,40.634180019596904],[-111.92485113431061,40.63307046943401],[-111.92155343289592,40.63264283241033],[-111.91822957681538,40.63293113536004],[-111.91514404392416,40.633912438251656],[-111.91254236987058,40.6355086574442],[-111.91063162616103,40.63759277239064],[-111.90956394406264,40.63999892446349],[-111.90942439371588,40.642535607780914],[-111.91022418677517,40.64500090563744],[-111.91189975168129,40.64719856204282],[-111.91431776524601,40.64895360939961],[-111.91728574900235,40.65012630658015],[-111.92056739191042,40.6506232746066],[-111.92122472736905,40.65063710658588]]]}"
00000000000000000c34,sluh,0.826081109046936,d72307,3125,"{""type"":""Polygon"",""coordinates"":[[[-111.92299499048727,40.63062020195697],[-111.92630690585541,40.63026199979298],[-111.92935509313742,40.62921591719259],[-111.93189684810736,40.62756525189396],[-111.93372983104307,40.625441435751284],[-111.9347081779602,40.623013560616286],[-111.93475409843087,40.62047490736467],[-111.93386404085484,40.618027553871656],[-111.9321089428148,40.615866289282614],[-111.92962855668374,40.614163115102194],[-111.92662031082094,40.61305356484518],[-111.92332359752308,40.61262592778175],[-111.92000073738895,40.61291423075847],[-111.91691612909801,40.61389553373543],[-111.91431523477367,40.61549175304505],[-111.91240506387771,40.61757586810373],[-111.91133770204505,40.61998202024901],[-111.91119819383987,40.62251870357641],[-111.911997747458,40.62498400137735],[-111.91367281030723,40.62718165767893],[-111.91609009911093,40.62893670491609],[-111.91905719309769,40.630109401998524],[-111.92233785211319,40.63060636997901],[-111.92299499048727,40.63062020195697]]]}"
00000000000000000c35,sluh,0.7434408605171324,d72308,3126,"{""type"":""Polygon"",""coordinates"":[[[-111.91899963594338,40.607999182312845],[-111.922310430018,40.60764098018663],[-111.92535758537473,40.60659489768777],[-111.92789848000677,40.60494423252276],[-111.92973084269309,40.60282041650405],[-111.93070885877401,40.60039254144469],[-111.93075476405849,40.597853888196795],[-111.92986500803723,40.595406534634414],[-111.92811050418796,40.593245269924566],[-111.9256309575332,40.59154209560961],[-111.92262372962172,40.59043254524632],[-111.91932813179412,40.590004908137985],[-111.91600639596889,40.59029321114521],[-111.91292283144529,40.59127451421857],[-111.91032281734547,40.59287073366039],[-111.9084132930901,40.59495484884586],[-111.90734629280053,40.597361001072926],[-111.90720683216824,40.59989768441158],[-111.90800611548485,40.602362982149764],[-111.9096806115696,40.604560638334114],[-111.91209708220154,40.60631568543618],[-111.91506317174091,40.6074883824078],[-111.91834272005504,40.607985350336364],[-111.91899963594338,40.607999182312845]]]}"
00000000000000000c36,sluh,0.7391562667786352,d72309,3127,"{""type"":""Polygon"",""coordinates"":[[[-111.91755488720206,40.60560018594608],[-111.92086556243643,40.60524198382387],[-111.92391260842462,40.604195901335785],[-111.9264534118738,40.60254523618494],[-111.92828570882301,40.60042142017936],[-111.92926368984028,40.59799354512803],[-111.92930959351523,40.59545489188052],[-111.92841986945423,40.593007538310786],[-111.92666542858024,40.59084627358815],[-111.92418597089734,40.589143099258926],[-111.92117885087339,40.588033548884354],[-111.91788337126884,40.58760591177127],[-111.91456175460344,40.58789421478173],[-111.91147830070346,40.588875517865304],[-111.90887837989422,40.590471737321145],[-111.90696892417301,40.59255585252004],[-111.90590196220155,40.594962004755786],[-111.9057625066113,40.59749868809565],[-111.90656176127997,40.599963985827166],[-111.90823619729623,40.60216164199909],[-111.9106525812143,40.60391668908682],[-111.91361856429735,40.6050893860467],[-111.91689799489386,40.60558635396976],[-111.91755488720206,40.60560018594608]]]}"
00000000000000000c37,sluh,0.7513255351429501,d72310,3128,"{""type"":""Polygon"",""coordinates"":[[[-111.9127791899738,40.60198831409279],[-111.9160896863122,40.60163011197662],[-111.91913656766258,40.60058402950473],[-111.92167723384975,40.59893336437521],[-111.9235094318417,40.59680954838943],[-111.92448736007593,40.59438167335016],[-111.92453326132801,40.59184302010324],[-111.92364358537834,40.58939566652244],[-111.92188923930411,40.58723440178051],[-111.91940991555487,40.585531227429826],[-111.91640295793925,40.5844216770383],[-111.91310765630165,40.58399403991803],[-111.90978621901333,40.58428234293336],[-111.90670293164051,40.58526364603233],[-111.90410315126609,40.58685986550927],[-111.90219379871269,40.58894398072841],[-111.90112689442337,40.59135013297719],[-111.90098744642309,40.59388681631885],[-111.9017866579667,40.59635211404036],[-111.90346100355889,40.598549770193564],[-111.9058772569423,40.60030481725975],[-111.9088430797715,40.60147751420194],[-111.91212233316195,40.60197448211672],[-111.9127791899738,40.60198831409279]]]}"
00000000000000000c38,sluh,0.7673103414412392,d72311,3129,"{""type"":""Polygon"",""coordinates"":[[[-111.91100446775455,40.577498931107264],[-111.91431375199049,40.57714072903195],[-111.9173595178442,40.57609464666989],[-111.9198992540182,40.57444398168489],[-111.9217307815292,40.5723201658332],[-111.92270835213408,40.56989229087575],[-111.92275423696996,40.567353637632834],[-111.92186488699667,40.564906283977],[-111.92011118323428,40.56274501910443],[-111.91763276694716,40.561041844608226],[-111.9146269097227,40.55993229410173],[-111.9113328138929,40.55950465693291],[-111.90801259196681,40.55979295998124],[-111.9049304328919,40.560774263184456],[-111.90233160402788,40.5623704828044],[-111.90042295048384,40.56445459816066],[-111.89935643701742,40.566860750497916],[-111.89921704044266,40.569397433851755],[-111.90001595979399,40.57186273150537],[-111.9016896927217,40.57406038753179],[-111.90410506167294,40.575815434451826],[-111.90706979870869,40.57698813127417],[-111.91034785144664,40.57748509913279],[-111.91100446775455,40.577498931107264]]]}"
00000000000000000c39,sluh,0.8590759153493712,d72313,3130,"{""type"":""Polygon"",""coordinates"":[[[-111.88088324013853,40.57764608144204],[-111.88419253165321,40.57728787936648],[-111.88723830420554,40.57624179700377],[-111.88977804596433,40.5745911320179],[-111.89160957750164,40.57246731616539],[-111.89258715025409,40.57003944120745],[-111.89263303518857,40.567500787964526],[-111.89174368325774,40.56505343430914],[-111.88998997563823,40.56289216943734],[-111.88751155390175,40.561188994942015],[-111.88450569006937,40.560079444436205],[-111.8812115869986,40.55965180726768],[-111.87789135777419,40.55994011031581],[-111.87480919192379,40.56092141351841],[-111.87221035734588,40.562517633137496],[-111.87030169960424,40.564601748492926],[-111.8692351837909,40.567007900829644],[-111.86909578690734,40.56954458418343],[-111.8698947080133,40.57200988183743],[-111.87156844462011,40.57420753786461],[-111.87398381888241,40.57596258478554],[-111.87694856243841,40.577135281608605],[-111.88022662238636,40.577632249467555],[-111.88088324013853,40.57764608144204]]]}"
00000000000000000c3a,sluh,0.767968918777619,d72314,3131,"{""type"":""Polygon"",""coordinates"":[[[-111.9091494817163,40.5646611791744],[-111.91245813114344,40.5643029771205],[-111.91550331278323,40.563256894815986],[-111.91804256188571,40.56160622990671],[-111.91987373824882,40.55948241412525],[-111.92085112155408,40.55705453921067],[-111.92089699779237,40.55451588596987],[-111.92000781854112,40.552068532274724],[-111.91825445117375,40.549907267333694],[-111.9157765101476,40.54820409276125],[-111.91277122922597,40.547094542194515],[-111.90947776490835,40.546666905000265],[-111.90615817949836,40.546955208065874],[-111.90307661134177,40.54793651132372],[-111.9004782808079,40.54953273101859],[-111.8985699933528,40.551616846446684],[-111.89750368457024,40.55402299883029],[-111.89736431492831,40.556559682190525],[-111.89816308125108,40.559024979808555],[-111.89983649331083,40.56122263576854],[-111.90225139906248,40.56297768261203],[-111.90521556744064,40.564150379371576],[-111.9084929913664,40.564647347200776],[-111.9091494817163,40.5646611791744]]]}"
00000000000000000c3b,sluh,0.7800735618491044,d72315,3132,"{""type"":""Polygon"",""coordinates"":[[[-111.91570436026487,40.55951983565977],[-111.91901275557467,40.559161633614444],[-111.9220577033505,40.55811555133296],[-111.92459675747567,40.556464886453995],[-111.92642779327238,40.55434107070068],[-111.9274051016006,40.55191319580326],[-111.92745097439722,40.5493745425633],[-111.92656186348692,40.546927188852415],[-111.92480863078028,40.54476592388398],[-111.92233088000361,40.54306274928102],[-111.91932582977908,40.54195319869016],[-111.91603261825918,40.54152556148571],[-111.91271328765,40.54181386455826],[-111.90963195604115,40.542795167837966],[-111.90703382499153,40.54439138756283],[-111.90512568408377,40.5464755030197],[-111.90405945723725,40.54888165542185],[-111.90392009837667,40.55141833878465],[-111.9047188034413,40.553883636388434],[-111.90639208705588,40.55608129232183],[-111.90880680738623,40.55783633913466],[-111.91177074812774,40.55900903586907],[-111.91504792033665,40.55950600368648],[-111.91570436026487,40.55951983565977]]]}"
00000000000000000c3c,sluh,0.7769762145478281,d72316,3133,"{""type"":""Polygon"",""coordinates"":[[[-111.91577124678066,40.552496751500605],[-111.91907929507184,40.55213854946698],[-111.92212392348678,40.55109246721697],[-111.92466271135399,40.549441802379405],[-111.92649355519548,40.54731798666451],[-111.92747076113622,40.544890111790515],[-111.92751662923293,40.542351458551714],[-111.92662761164794,40.539904104819335],[-111.92487456283185,40.53774283981347],[-111.92239707185689,40.53603966516881],[-111.91939233666866,40.53493011454502],[-111.91609947036534,40.53450247732666],[-111.9127804877081,40.53479078040865],[-111.90969947912515,40.535772083718236],[-111.90710162048802,40.53736830348407],[-111.90519367970303,40.53945241898023],[-111.90412756474704,40.54185857140773],[-111.90398822060929,40.54439525477401],[-111.90478684202075,40.54686055235835],[-111.90645995023263,40.5490582082554],[-111.90887441735465,40.55081325502637],[-111.91183804723913,40.551985951726444],[-111.91511487570747,40.55248291952777],[-111.91577124678066,40.552496751500605]]]}"
00000000000000000c3d,sluh,0.6224793026893597,d72317,3134,"{""type"":""Polygon"",""coordinates"":[[[-111.94294946770144,40.826548643144335],[-111.94627114855909,40.82619044065205],[-111.94932832301038,40.82514435716927],[-111.95187757077177,40.823493690709626],[-111.95371595553617,40.821369873489665],[-111.9546971837446,40.81894199769735],[-111.95474323647055,40.81640334441347],[-111.9538505526134,40.81395599152326],[-111.95209027968957,40.8117947279839],[-111.94960258245406,40.81009155497252],[-111.94658547112715,40.80898200563917],[-111.94327904306164,40.80855436896588],[-111.9399463911831,40.80884267167749],[-111.9368526925934,40.80982397381682],[-111.9342441322835,40.811420191977575],[-111.93232832971225,40.8135043059346],[-111.93125781915279,40.81591045736918],[-111.93111789662588,40.81844714059864],[-111.93191980433132,40.82091243894506],[-111.93359980320196,40.823110096265324],[-111.93602421756658,40.824865144676494],[-111.93900005941379,40.82603784272179],[-111.94229039167034,40.82653481115344],[-111.94294946770144,40.826548643144335]]]}"
00000000000000000c3e,sluh,0.6675061448974517,d72318,3135,"{""type"":""Polygon"",""coordinates"":[[[-111.94199967917706,40.82243735197306],[-111.9453211541284,40.82207914948769],[-111.94837813908438,40.821033066023475],[-111.95092722885956,40.819382399588264],[-111.95276549972591,40.81725858239096],[-111.95374666718212,40.81483070661249],[-111.95379271711948,40.812292053329294],[-111.95290008863779,40.80984470042639],[-111.95113992482688,40.807683436864956],[-111.94865238174667,40.80598026382897],[-111.94563545734886,40.80487071447619],[-111.94232923412007,40.80444307779467],[-111.9389967887013,40.80473138051186],[-111.93590328178135,40.80571268266882],[-111.93329488310944,40.807308900853755],[-111.9313791992826,40.809393014833965],[-111.93030875511438,40.8117991662835],[-111.93016884132355,40.814335849515025],[-111.9309706993929,40.81680114784996],[-111.9326505941871,40.818998805148794],[-111.93507485830862,40.82075385353525],[-111.93805051570634,40.82192655156028],[-111.94134064400166,40.82242351998245],[-111.94199967917706,40.82243735197306]]]}"
00000000000000000c3f,sluh,0.7131081775520859,d72319,3136,"{""type"":""Polygon"",""coordinates"":[[[-111.94022941605884,40.818428620126],[-111.94355069028141,40.81807041764737],[-111.94660749050692,40.81702433420126],[-111.94915642626846,40.815373667789856],[-111.95099458610079,40.813249850614675],[-111.95197569433236,40.81082197484968],[-111.95202174155129,40.80828332156715],[-111.9511291670526,40.80583596865187],[-111.94936910961097,40.8036747050689],[-111.94688171680981,40.80197153200894],[-111.94386497464075,40.800861982637194],[-111.94055895109803,40.80043434594768],[-111.9372267069476,40.800722648670316],[-111.93413338687785,40.801703950844455],[-111.93152514577953,40.80330016905295],[-111.92960957771128,40.80538428305577],[-111.92853919826489,40.80779043451989],[-111.92839929299045,40.810327117753424],[-111.9292011026718,40.812792416077166],[-111.93088089600657,40.8149900733551],[-111.93330501366286,40.81674512171747],[-111.93628049124911,40.817917819722744],[-111.93957042071182,40.81841478813565],[-111.94022941605884,40.818428620126]]]}"
00000000000000000c40,sluh,0.7398414610341043,d72320,3137,"{""type"":""Polygon"",""coordinates"":[[[-111.93739342778885,40.81639972914668],[-111.94071460043442,40.81604152667146],[-111.94377130717875,40.8149954432345],[-111.9463201650031,40.81334477683516],[-111.94815826864763,40.81122095967116],[-111.94913934690912,40.808793083913],[-111.94918539275241,40.806254430630794],[-111.94829284557133,40.80380707770927],[-111.94653284195691,40.801645814115396],[-111.94404552520312,40.79994264104329],[-111.94102887524926,40.79883309166197],[-111.93772295275589,40.7984054549684],[-111.93439081045547,40.798693757693776],[-111.93129758493957,40.79967505987663],[-111.92868942357997,40.801271278097055],[-111.92677391409028,40.8033553921113],[-111.9257035673958,40.8057615435828],[-111.925563666431,40.80829822681736],[-111.92636545162604,40.81076352513542],[-111.9280451936182,40.81296118240279],[-111.93046923715706,40.814716230752964],[-111.93344462375134,40.81588892874825],[-111.9367344525966,40.816385897156465],[-111.93739342778885,40.81639972914668]]]}"
00000000000000000c41,sluh,0.787293783086323,d72321,3138,"{""type"":""Polygon"",""coordinates"":[[[-111.93412936581772,40.81178010045532],[-111.93745030721905,40.811421897987856],[-111.94050680114957,40.810375814571756],[-111.94305548154658,40.80872514819987],[-111.94489345727726,40.80660133106133],[-111.94587446731057,40.804173455318704],[-111.94592051002216,40.80163480203726],[-111.94502802503077,40.79918744910149],[-111.94326814395626,40.7970261854828],[-111.94078100032749,40.79532301238306],[-111.93776456030542,40.7942134629799],[-111.93445886785513,40.79378582627711],[-111.93112695742056,40.79407412900876],[-111.92803394716049,40.79505543121141],[-111.92542596732937,40.79665164945899],[-111.92351059119629,40.79873576349929],[-111.92244031906287,40.801141914987575],[-111.92230042790918,40.80367859822445],[-111.9231021573601,40.806143896529626],[-111.92478178246861,40.808341553772905],[-111.92720565727606,40.81009660209533],[-111.9301808367233,40.81126930006785],[-111.9334704365087,40.81176626846541],[-111.93412936581772,40.81178010045532]]]}"
00000000000000000c42,sluh,0.8720336529507015,d72325,3139,"{""type"":""Polygon"",""coordinates"":[[[-111.92511752258869,40.73494087110234],[-111.92843462553353,40.73458266876379],[-111.93148758693684,40.733536585694225],[-111.9340333221921,40.73188591977828],[-111.93586917466212,40.7297621030628],[-111.93684905216587,40.7273342275783],[-111.9368950428933,40.72479557430953],[-111.9360035901972,40.722348221137025],[-111.93424574318007,40.72018695710612],[-111.93176147327841,40.718483783547285],[-111.92874851794502,40.71737423378139],[-111.9254466440133,40.716946596925396],[-111.92211858235407,40.71723489976116],[-111.91902914515688,40.718216202292744],[-111.9164241785436,40.7198124209915],[-111.91451101601584,40.721896535464424],[-111.91344198153193,40.72430268723181],[-111.91330225323344,40.72683937050714],[-111.9141030573794,40.72930466859812],[-111.91578074231907,40.73150232544135],[-111.9182018163297,40.73325737330274],[-111.92117355731331,40.734430070897126],[-111.92445935490173,40.7349270391175],[-111.92511752258869,40.73494087110234]]]}"
00000000000000000c43,sluh,0.8533088036038472,d72326,3140,"{""type"":""Polygon"",""coordinates"":[[[-111.92944285061054,40.71938752662792],[-111.9327591784026,40.719029324315436],[-111.93581142643367,40.7179832413159],[-111.93835656693554,40.71633257549212],[-111.94019199062599,40.71420875886215],[-111.94117163942222,40.71178088342983],[-111.94121761965164,40.709242230163625],[-111.9403263754212,40.70679487694327],[-111.93856893916949,40.704633612829035],[-111.93608524959951,40.70293043917741],[-111.9330729979778,40.701820889338194],[-111.92977189517272,40.70139325245123],[-111.92644461075027,40.701681555308035],[-111.9233558951114,40.70266285790611],[-111.92075153699909,40.704259076696054],[-111.91883882149538,40.70634319125643],[-111.91777003694715,40.70874934308024],[-111.91763034153617,40.71128602636334],[-111.91843095882236,40.71375132441102],[-111.92010825195672,40.715948981173376],[-111.9225287603635,40.71770402894159],[-111.92549980697042,40.71887672645954],[-111.92878483672847,40.71937369464411],[-111.92944285061054,40.71938752662792]]]}"
00000000000000000c44,sluh,0.8303395951100633,d72327,3141,"{""type"":""Polygon"",""coordinates"":[[[-111.92636161178262,40.710268664973626],[-111.92967748538787,40.70991046267642],[-111.93272931543132,40.70886437971793],[-111.93527410744811,40.70721371394816],[-111.93710927990287,40.7050898973683],[-111.93808879469202,40.70266202196656],[-111.93813476877031,40.70012336870186],[-111.93724364668654,40.69767601545347],[-111.93548645111547,40.6955147512904],[-111.9330031015804,40.693811577584384],[-111.92999126228591,40.6927020277022],[-111.92669061130863,40.69227439079709],[-111.92336378229413,40.69256269366622],[-111.9202754894394,40.69354399630327],[-111.91767148786732,40.69514021514667],[-111.91575903428931,40.6972243297583],[-111.9146903961864,40.69963048161516],[-111.91455072004524,40.70216716490282],[-111.91535122784427,40.70463246292511],[-111.91702829140733,40.70683011964009],[-111.91944846840873,40.708585167353675],[-111.92241910815811,40.70975786482684],[-111.92570368801977,40.710254832990415],[-111.92636161178262,40.710268664973626]]]}"
00000000000000000c45,sluh,0.8433264930606326,d72328,3142,"{""type"":""Polygon"",""coordinates"":[[[-111.92125594107641,40.697560226971305],[-111.92457118205488,40.69720202469537],[-111.92762242989257,40.69615594179408],[-111.9301667365122,40.69450527609956],[-111.93200155902629,40.69238145958953],[-111.93298088715991,40.689953584230395],[-111.93302685267042,40.68741493096778],[-111.93213590072206,40.68496757768032],[-111.93037904038968,40.68280631344921],[-111.92789616448175,40.68110313966743],[-111.92488489950878,40.679993589725385],[-111.92158487787253,40.679565952794974],[-111.91825868318575,40.6798542556813],[-111.91517097921776,40.68083555837264],[-111.9125674742627,40.68243177729049],[-111.91065538551523,40.684515891973525],[-111.90958695139273,40.686922043876464],[-111.90944730209206,40.68945872717047],[-111.91024765738884,40.691924025157405],[-111.9119244011871,40.69412168180635],[-111.91434411658122,40.69587672944384],[-111.91731418962773,40.697049426854605],[-111.92059814283863,40.69754639498893],[-111.92125594107641,40.697560226971305]]]}"
00000000000000000c46,sluh,0.8752254419531558,d72329,3143,"{""type"":""Polygon"",""coordinates"":[[[-111.90876153992467,40.67324028982581],[-111.9120755713824,40.67288208759057],[-111.91512570609946,40.67183600479867],[-111.917669084687,40.67018533924807],[-111.91950323814858,40.6680615228716],[-111.92048220941496,40.66563364759395],[-111.92052815854461,40.66309499433532],[-111.9196375318785,40.66064764097313],[-111.91788131248984,40.658486376611904],[-111.9153993421109,40.6567832026852],[-111.91238917518479,40.65567365262865],[-111.90909035678735,40.65524601564989],[-111.90576537487347,40.65553431856907],[-111.90267879679962,40.65651562136424],[-111.90007624132792,40.65811184042452],[-111.89816485010088,40.66019595524412],[-111.89709680596903,40.66260210723516],[-111.8969572079847,40.6651387905413],[-111.89775727171195,40.66760408846063],[-111.89943340415101,40.669801744983296],[-111.90185223699699,40.67155679247524],[-111.90482122656283,40.67272948976664],[-111.90810398167856,40.67322645784504],[-111.90876153992467,40.67324028982581]]]}"
00000000000000000c47,sluh,0.8383047928653875,d72330,3144,"{""type"":""Polygon"",""coordinates"":[[[-111.92122472736904,40.65060589287851],[-111.92453763446295,40.65024769068113],[-111.92758673442913,40.64920160799096],[-111.93012925032312,40.64755094257423],[-111.93196278183707,40.64542712632194],[-111.93294142136153,40.642999251120074],[-111.93298735526355,40.64046059786517],[-111.932097030978,40.63801324443349],[-111.93034140740711,40.63585197995124],[-111.92786027880301,40.634148805889744],[-111.92485113261534,40.63303925572671],[-111.92155343274224,40.63261161870297],[-111.91822957821553,40.63289992165271],[-111.91514404676683,40.63388122454446],[-111.91254237392975,40.635477443737194],[-111.91063163111387,40.6375615586838],[-111.90956394951515,40.63996771075678],[-111.90942439923415,40.642504394074216],[-111.91022419191985,40.644969691930655],[-111.9118997560427,40.64716734833586],[-111.91431776847668,40.64892239569247],[-111.91728575084484,40.65009509287286],[-111.9205673922179,40.650592060899235],[-111.92122472736904,40.65060589287851]]]}"
00000000000000000c48,sluh,0.8254138232013325,d72331,3145,"{""type"":""Polygon"",""coordinates"":[[[-111.92278987183882,40.630620201956965],[-111.92610178720696,40.63026199979298],[-111.92914997448896,40.62921591719258],[-111.9316917294589,40.62756525189396],[-111.93352471239461,40.62544143575128],[-111.93450305931174,40.623013560616286],[-111.9345489797824,40.62047490736467],[-111.93365892220639,40.618027553871656],[-111.93190382416634,40.61586628928261],[-111.92942343803529,40.61416311510219],[-111.92641519217248,40.61305356484518],[-111.92311847887463,40.61262592778175],[-111.91979561874048,40.61291423075846],[-111.91671101044956,40.61389553373542],[-111.91411011612522,40.61549175304505],[-111.91219994522926,40.61757586810373],[-111.9111325833966,40.61998202024901],[-111.91099307519141,40.622518703576404],[-111.91179262880955,40.62498400137735],[-111.91346769165877,40.62718165767893],[-111.91588498046248,40.628936704916086],[-111.91885207444922,40.63010940199852],[-111.92213273346474,40.630606369979006],[-111.92278987183882,40.630620201956965]]]}"
00000000000000000c49,sluh,0.7453228333980824,d72332,3146,"{""type"":""Polygon"",""coordinates"":[[[-111.91945000514978,40.60799918231284],[-111.9227607992244,40.60764098018663],[-111.92580795458112,40.60659489768776],[-111.92834884921317,40.60494423252276],[-111.9301812118995,40.602820416504045],[-111.93115922798042,40.60039254144469],[-111.93120513326488,40.597853888196795],[-111.93031537724363,40.5954065346344],[-111.92856087339435,40.593245269924566],[-111.9260813267396,40.59154209560961],[-111.92307409882812,40.590432545246315],[-111.91977850100052,40.590004908137985],[-111.91645676517528,40.59029321114521],[-111.91337320065168,40.59127451421857],[-111.91077318655189,40.59287073366039],[-111.9088636622965,40.59495484884585],[-111.90779666200692,40.59736100107291],[-111.90765720137465,40.59989768441158],[-111.90845648469124,40.60236298214976],[-111.910130980776,40.60456063833411],[-111.91254745140793,40.60631568543617],[-111.9155135409473,40.607488382407794],[-111.91879308926144,40.60798535033636],[-111.91945000514978,40.60799918231284]]]}"
00000000000000000c4a,sluh,0.7658978305929051,d72334,3147,"{""type"":""Polygon"",""coordinates"":[[[-111.91236003447479,40.577561358522026],[-111.91566932179869,40.5772031564466],[-111.91871509049423,40.57615707408427],[-111.92125482903752,40.574506409098895],[-111.92308635825665,40.57238259324686],[-111.92406392977261,40.569954718289196],[-111.92410981465032,40.56741606504628],[-111.92322046384656,40.56496871139064],[-111.92146675844783,40.5628074465184],[-111.91898833984887,40.56110427202256],[-111.91598247982107,40.559994721516354],[-111.91268838091933,40.55956708434767],[-111.909368155897,40.559855387395906],[-111.90628599394763,40.56083669059886],[-111.90368716265954,40.56243291021844],[-111.90177850733471,40.564517025574354],[-111.90071199287263,40.56692317791138],[-111.90057259616687,40.569459861265194],[-111.90137151626259,40.57192515891897],[-111.90304525075113,40.57412281494572],[-111.90546062195553,40.57587786186614],[-111.90842536175744,40.577050558688775],[-111.91170341755418,40.57754752654754],[-111.91236003447479,40.577561358522026]]]}"
00000000000000000c4b,sluh,0.7639412887959142,d72335,3148,"{""type"":""Polygon"",""coordinates"":[[[-111.91100446775455,40.57659819269447],[-111.91431370743688,40.576239990620664],[-111.91735943228792,40.57519390826264],[-111.91989913427716,40.57354324328296],[-111.92173063714311,40.57141942743618],[-111.92270819460248,40.56899155248174],[-111.92275407883496,40.56645289923899],[-111.92186474084365,40.56400554558039],[-111.92011106069091,40.56184428070302],[-111.91763267775966,40.560141106201456],[-111.91462686098262,40.55903155569074],[-111.91133280947506,40.55860391852014],[-111.90801263222241,40.55889222156967],[-111.9049305146207,40.559873524776734],[-111.90233172073162,40.56146974440193],[-111.90042309288127,40.56355385976323],[-111.89935659378045,40.565960012103744],[-111.89921719909596,40.56849669545803],[-111.90001610770709,40.57096199310914],[-111.9016898181149,40.5731596491309],[-111.9041051545568,40.574914696045575],[-111.90706985168171,40.5760873928635],[-111.9103478602869,40.57658436072005],[-111.91100446775455,40.57659819269447]]]}"
00000000000000000c4c,sluh,0.7799737793954948,d72338,3149,"{""type"":""Polygon"",""coordinates"":[[[-111.91565531015328,40.55959118127664],[-111.91896370898898,40.55923297923118],[-111.9220086600097,40.558186896949394],[-111.92454771684018,40.55653623207],[-111.92637875458729,40.554412416316296],[-111.92735606395578,40.55198454141864],[-111.92740193680017,40.54944588817867],[-111.92651282494165,40.546998534468],[-111.92475959036656,40.54483726949994],[-111.92228183695018,40.543134094897404],[-111.91927678352471,40.542024544306884],[-111.91598356849723,40.54159690710258],[-111.91266423435266,40.54188521017502],[-111.9095828994617,40.54286651345444],[-111.9069847656442,40.54446273317888],[-111.90507662270309,40.54654684863535],[-111.9040103947197,40.54895300103725],[-111.90387103570953,40.5514896844],[-111.90466974162412,40.553954982003994],[-111.90634302702088,40.55615263793775],[-111.90875774992398,40.55790768475101],[-111.91172169382395,40.559080381485764],[-111.91499886952546,40.55957734930334],[-111.91565531015328,40.55959118127664]]]}"
